,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.4110,1.4110,-0.14%,限制大额申购,开放赎回,008221,2021-04-30
2,1.4130,1.4130,0.14%,限制大额申购,开放赎回,008221,2021-04-29
3,1.4110,1.4110,0.07%,限制大额申购,开放赎回,008221,2021-04-28
4,1.4100,1.4100,0.07%,限制大额申购,开放赎回,008221,2021-04-27
5,1.4090,1.4090,-0.21%,限制大额申购,开放赎回,008221,2021-04-26
6,1.4120,1.4120,0.14%,限制大额申购,开放赎回,008221,2021-04-23
7,1.4100,1.4100,0.21%,限制大额申购,开放赎回,008221,2021-04-22
8,1.4070,1.4070,0.14%,限制大额申购,开放赎回,008221,2021-04-21
9,1.4050,1.4050,-0.07%,限制大额申购,开放赎回,008221,2021-04-20
10,1.4060,1.4060,0.57%,限制大额申购,开放赎回,008221,2021-04-19
12,1.3980,1.3980,0.07%,限制大额申购,开放赎回,008221,2021-04-16
13,1.3970,1.3970,0.00%,限制大额申购,开放赎回,008221,2021-04-15
14,1.3970,1.3970,0.29%,限制大额申购,开放赎回,008221,2021-04-14
15,1.3930,1.3930,0.07%,限制大额申购,开放赎回,008221,2021-04-13
16,1.3920,1.3920,-0.29%,限制大额申购,开放赎回,008221,2021-04-12
17,1.3960,1.3960,-0.21%,限制大额申购,开放赎回,008221,2021-04-09
18,1.3990,1.3990,0.07%,限制大额申购,开放赎回,008221,2021-04-08
19,1.3980,1.3980,-0.21%,限制大额申购,开放赎回,008221,2021-04-07
20,1.4010,1.4010,0.07%,限制大额申购,开放赎回,008221,2021-04-06
21,1.4000,1.4000,0.29%,限制大额申购,开放赎回,008221,2021-04-02
23,1.3960,1.3960,0.29%,限制大额申购,开放赎回,008221,2021-04-01
24,1.3920,1.3920,0.00%,限制大额申购,开放赎回,008221,2021-03-31
25,1.3920,1.3920,0.14%,限制大额申购,开放赎回,008221,2021-03-30
26,1.3900,1.3900,0.00%,限制大额申购,开放赎回,008221,2021-03-29
27,1.3900,1.3900,0.51%,限制大额申购,开放赎回,008221,2021-03-26
28,1.3830,1.3830,0.22%,限制大额申购,开放赎回,008221,2021-03-25
29,1.3800,1.3800,-0.22%,限制大额申购,开放赎回,008221,2021-03-24
30,1.3830,1.3830,-0.14%,限制大额申购,开放赎回,008221,2021-03-23
31,1.3850,1.3850,0.14%,限制大额申购,开放赎回,008221,2021-03-22
32,1.3830,1.3830,-0.50%,限制大额申购,开放赎回,008221,2021-03-19
34,1.3900,1.3900,0.14%,限制大额申购,开放赎回,008221,2021-03-18
35,1.3880,1.3880,0.07%,限制大额申购,开放赎回,008221,2021-03-17
36,1.3870,1.3870,0.22%,限制大额申购,开放赎回,008221,2021-03-16
37,1.3840,1.3840,-0.29%,限制大额申购,开放赎回,008221,2021-03-15
38,1.3880,1.3880,-0.07%,限制大额申购,开放赎回,008221,2021-03-12
39,1.3890,1.3890,0.51%,限制大额申购,开放赎回,008221,2021-03-11
40,1.3820,1.3820,0.00%,限制大额申购,开放赎回,008221,2021-03-10
41,1.3820,1.3820,-0.43%,限制大额申购,开放赎回,008221,2021-03-09
42,1.3880,1.3880,-0.64%,限制大额申购,开放赎回,008221,2021-03-08
43,1.3970,1.3970,0.00%,限制大额申购,开放赎回,008221,2021-03-05
45,1.3970,1.3970,-0.57%,限制大额申购,开放赎回,008221,2021-03-04
46,1.4050,1.4050,0.50%,限制大额申购,开放赎回,008221,2021-03-03
47,1.3980,1.3980,-0.07%,限制大额申购,开放赎回,008221,2021-03-02
48,1.3990,1.3990,0.43%,限制大额申购,开放赎回,008221,2021-03-01
49,1.3930,1.3930,-0.57%,限制大额申购,开放赎回,008221,2021-02-26
50,1.4010,1.4010,0.07%,限制大额申购,开放赎回,008221,2021-02-25
51,1.4000,1.4000,-0.36%,限制大额申购,开放赎回,008221,2021-02-24
52,1.4050,1.4050,0.14%,限制大额申购,开放赎回,008221,2021-02-23
53,1.4030,1.4030,-0.71%,限制大额申购,开放赎回,008221,2021-02-22
54,1.4130,1.4130,0.07%,限制大额申购,开放赎回,008221,2021-02-19
56,1.4120,1.4120,-0.28%,限制大额申购,开放赎回,008221,2021-02-18
57,1.4160,1.4160,0.43%,限制大额申购,开放赎回,008221,2021-02-10
58,1.4100,1.4100,0.50%,限制大额申购,开放赎回,008221,2021-02-09
59,1.4030,1.4030,0.21%,限制大额申购,开放赎回,008221,2021-02-08
60,1.4000,1.4000,0.07%,限制大额申购,开放赎回,008221,2021-02-05
61,1.3990,1.3990,-0.07%,限制大额申购,开放赎回,008221,2021-02-04
62,1.4000,1.4000,-0.36%,限制大额申购,开放赎回,008221,2021-02-03
63,1.4050,1.4050,0.43%,限制大额申购,开放赎回,008221,2021-02-02
64,1.3990,1.3990,0.29%,限制大额申购,开放赎回,008221,2021-02-01
65,1.3950,1.3950,-0.21%,限制大额申购,开放赎回,008221,2021-01-29
67,1.3980,1.3980,-0.64%,限制大额申购,开放赎回,008221,2021-01-28
68,1.4070,1.4070,0.14%,限制大额申购,开放赎回,008221,2021-01-27
69,1.4050,1.4050,-0.78%,限制大额申购,开放赎回,008221,2021-01-26
70,1.4160,1.4160,0.07%,限制大额申购,开放赎回,008221,2021-01-25
71,1.4150,1.4150,-0.14%,限制大额申购,开放赎回,008221,2021-01-22
72,1.4170,1.4170,0.43%,限制大额申购,开放赎回,008221,2021-01-21
73,1.4110,1.4110,-0.07%,限制大额申购,开放赎回,008221,2021-01-20
74,1.4120,1.4120,-0.21%,限制大额申购,开放赎回,008221,2021-01-19
75,1.4150,1.4150,0.35%,限制大额申购,开放赎回,008221,2021-01-18
76,1.4100,1.4100,-0.14%,限制大额申购,开放赎回,008221,2021-01-15
78,1.4120,1.4120,-0.35%,限制大额申购,开放赎回,008221,2021-01-14
79,1.4170,1.4170,0.00%,限制大额申购,开放赎回,008221,2021-01-13
80,1.4170,1.4170,0.93%,限制大额申购,开放赎回,008221,2021-01-12
81,1.4040,1.4040,-0.14%,限制大额申购,开放赎回,008221,2021-01-11
82,1.4060,1.4060,-0.07%,限制大额申购,开放赎回,008221,2021-01-08
83,1.4070,1.4070,0.43%,限制大额申购,开放赎回,008221,2021-01-07
84,1.4010,1.4010,0.07%,限制大额申购,开放赎回,008221,2021-01-06
85,1.4000,1.4000,0.43%,限制大额申购,开放赎回,008221,2021-01-05
