,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.3970,1.4450,-0.21%,限制大额申购,开放赎回,003118,2021-04-30
2,1.4000,1.4480,0.21%,限制大额申购,开放赎回,003118,2021-04-29
3,1.3970,1.4450,0.14%,限制大额申购,开放赎回,003118,2021-04-28
4,1.3950,1.4430,0.00%,限制大额申购,开放赎回,003118,2021-04-27
5,1.3950,1.4430,-0.07%,限制大额申购,开放赎回,003118,2021-04-26
6,1.3960,1.4440,-0.07%,限制大额申购,开放赎回,003118,2021-04-23
7,1.3970,1.4450,0.00%,限制大额申购,开放赎回,003118,2021-04-22
8,1.3970,1.4450,0.14%,限制大额申购,开放赎回,003118,2021-04-21
9,1.3950,1.4430,0.00%,限制大额申购,开放赎回,003118,2021-04-20
10,1.3950,1.4430,0.50%,限制大额申购,开放赎回,003118,2021-04-19
12,1.3880,1.4360,0.07%,限制大额申购,开放赎回,003118,2021-04-16
13,1.3870,1.4350,-0.07%,限制大额申购,开放赎回,003118,2021-04-15
14,1.3880,1.4360,0.14%,限制大额申购,开放赎回,003118,2021-04-14
15,1.3860,1.4340,-0.07%,限制大额申购,开放赎回,003118,2021-04-13
16,1.3870,1.4350,-0.22%,限制大额申购,开放赎回,003118,2021-04-12
17,1.3900,1.4380,-0.07%,限制大额申购,开放赎回,003118,2021-04-09
18,1.3910,1.4390,0.14%,限制大额申购,开放赎回,003118,2021-04-08
19,1.3890,1.4370,-0.07%,限制大额申购,开放赎回,003118,2021-04-07
20,1.3900,1.4380,0.00%,限制大额申购,开放赎回,003118,2021-04-06
21,1.3900,1.4380,0.00%,限制大额申购,开放赎回,003118,2021-04-02
23,1.3900,1.4380,0.14%,限制大额申购,开放赎回,003118,2021-04-01
24,1.3880,1.4360,0.00%,限制大额申购,开放赎回,003118,2021-03-31
25,1.3880,1.4360,0.22%,限制大额申购,开放赎回,003118,2021-03-30
26,1.3850,1.4330,0.22%,限制大额申购,开放赎回,003118,2021-03-29
27,1.3820,1.4300,0.36%,限制大额申购,开放赎回,003118,2021-03-26
28,1.3770,1.4250,0.07%,限制大额申购,开放赎回,003118,2021-03-25
29,1.3760,1.4240,-0.29%,限制大额申购,开放赎回,003118,2021-03-24
30,1.3800,1.4280,-0.22%,限制大额申购,开放赎回,003118,2021-03-23
31,1.3830,1.4310,0.51%,限制大额申购,开放赎回,003118,2021-03-22
32,1.3760,1.4240,-0.51%,限制大额申购,开放赎回,003118,2021-03-19
34,1.3830,1.4310,0.22%,限制大额申购,开放赎回,003118,2021-03-18
35,1.3800,1.4280,0.00%,限制大额申购,开放赎回,003118,2021-03-17
36,1.3800,1.4280,0.22%,限制大额申购,开放赎回,003118,2021-03-16
37,1.3770,1.4250,-0.29%,限制大额申购,开放赎回,003118,2021-03-15
38,1.3810,1.4290,0.07%,限制大额申购,开放赎回,003118,2021-03-12
39,1.3800,1.4280,0.66%,限制大额申购,开放赎回,003118,2021-03-11
40,1.3710,1.4190,0.07%,限制大额申购,开放赎回,003118,2021-03-10
41,1.3700,1.4180,-0.58%,限制大额申购,开放赎回,003118,2021-03-09
42,1.3780,1.4260,-0.72%,限制大额申购,开放赎回,003118,2021-03-08
43,1.3880,1.4360,-0.14%,限制大额申购,开放赎回,003118,2021-03-05
45,1.3900,1.4380,-0.57%,限制大额申购,开放赎回,003118,2021-03-04
46,1.3980,1.4460,0.50%,限制大额申购,开放赎回,003118,2021-03-03
47,1.3910,1.4390,-0.22%,限制大额申购,开放赎回,003118,2021-03-02
48,1.3940,1.4420,0.43%,限制大额申购,开放赎回,003118,2021-03-01
49,1.3880,1.4360,-0.36%,限制大额申购,开放赎回,003118,2021-02-26
50,1.3930,1.4410,0.22%,限制大额申购,开放赎回,003118,2021-02-25
51,1.3900,1.4380,-0.57%,限制大额申购,开放赎回,003118,2021-02-24
52,1.3980,1.4460,-0.29%,限制大额申购,开放赎回,003118,2021-02-23
53,1.4020,1.4500,-0.71%,限制大额申购,开放赎回,003118,2021-02-22
54,1.4120,1.4600,0.00%,限制大额申购,开放赎回,003118,2021-02-19
56,1.4120,1.4600,-0.21%,限制大额申购,开放赎回,003118,2021-02-18
57,1.4150,1.4630,0.57%,限制大额申购,开放赎回,003118,2021-02-10
58,1.4070,1.4550,0.64%,限制大额申购,开放赎回,003118,2021-02-09
59,1.3980,1.4460,0.58%,限制大额申购,开放赎回,003118,2021-02-08
60,1.3900,1.4380,-0.22%,限制大额申购,开放赎回,003118,2021-02-05
61,1.3930,1.4410,-0.21%,限制大额申购,开放赎回,003118,2021-02-04
62,1.3960,1.4440,-0.14%,限制大额申购,开放赎回,003118,2021-02-03
63,1.3980,1.4460,0.29%,限制大额申购,开放赎回,003118,2021-02-02
64,1.3940,1.4420,0.43%,限制大额申购,开放赎回,003118,2021-02-01
65,1.3880,1.4360,-0.14%,限制大额申购,开放赎回,003118,2021-01-29
67,1.3900,1.4380,-0.86%,限制大额申购,开放赎回,003118,2021-01-28
68,1.4020,1.4500,0.00%,限制大额申购,开放赎回,003118,2021-01-27
69,1.4020,1.4500,-0.71%,限制大额申购,开放赎回,003118,2021-01-26
70,1.4120,1.4600,0.21%,限制大额申购,开放赎回,003118,2021-01-25
71,1.4090,1.4570,0.28%,限制大额申购,开放赎回,003118,2021-01-22
72,1.4050,1.4530,0.43%,限制大额申购,开放赎回,003118,2021-01-21
73,1.3990,1.4470,0.29%,限制大额申购,开放赎回,003118,2021-01-20
74,1.3950,1.4430,-0.29%,限制大额申购,开放赎回,003118,2021-01-19
75,1.3990,1.4470,0.43%,限制大额申购,开放赎回,003118,2021-01-18
76,1.3930,1.4410,0.07%,限制大额申购,开放赎回,003118,2021-01-15
78,1.3920,1.4400,-0.43%,限制大额申购,开放赎回,003118,2021-01-14
79,1.3980,1.4460,-0.21%,限制大额申购,开放赎回,003118,2021-01-13
80,1.4010,1.4490,0.57%,限制大额申购,开放赎回,003118,2021-01-12
81,1.3930,1.4410,0.00%,限制大额申购,开放赎回,003118,2021-01-11
82,1.3930,1.4410,-0.14%,限制大额申购,开放赎回,003118,2021-01-08
83,1.3950,1.4430,0.29%,限制大额申购,开放赎回,003118,2021-01-07
84,1.3910,1.4390,0.22%,限制大额申购,开放赎回,003118,2021-01-06
85,1.3880,1.4360,0.51%,限制大额申购,开放赎回,003118,2021-01-05
86,1.3810,1.4290,0.51%,限制大额申购,开放赎回,003118,2021-01-04
